,Models,Parameters,AUPRC,AUROC,F1 at 0.1,Precision at 0.1,Recall at 0.1,Accuracy at 0.1,F1 at 0.3,Precision at 0.3,Recall at 0.3,Accuracy at 0.3,F1 at 0.5,Precision at 0.5,Recall at 0.5,Accuracy at 0.5,F1 at 0.7,Precision at 0.7,Recall at 0.7,Accuracy at 0.7,F1 at 0.9,Precision at 0.9,Recall at 0.9,Accuracy at 0.9
11,NB,{},0.9274734377253858,0.7846069365844311,0.9133640552995391,0.8550474547023296,0.9802176063303659,0.8477732793522267,0.9078694817658349,0.8816402609506058,0.9357072205736894,0.8445344129554656,0.8450555261766263,0.9079545454545455,0.7903066271018794,0.762753036437247,0.7562246670526925,0.9120111731843575,0.645895153313551,0.6591093117408907,0.6520618556701031,0.9353049907578558,0.5004945598417408,0.562753036437247
12,RF,"{'max_depth': 100, 'min_samples_split': 2, 'max_features': 'sqrt', 'n_estimators': 1}",0.9276021912666182,0.688426636867549,0.8932316491897045,0.8620055197792088,0.9268051434223541,0.8186234817813766,0.8908045977011495,0.8635097493036211,0.9198813056379822,0.8153846153846154,0.8859903381642512,0.8659112370160529,0.9070227497527201,0.8089068825910931,0.8594539939332658,0.8790072388831437,0.8407517309594461,0.7748987854251013,0.8150943396226414,0.8957345971563981,0.7477744807121661,0.7222672064777328
13,RF,"{'max_depth': 50, 'min_samples_split': 2, 'max_features': 'sqrt', 'n_estimators': 1}",0.9279943621080035,0.6913279309008876,0.8964539007092199,0.8586956521739131,0.9376854599406528,0.8226720647773279,0.8946869070208728,0.8596171376481313,0.9327398615232443,0.8202429149797571,0.8886746987951807,0.8665413533834586,0.9119683481701286,0.8129554655870446,0.8630621526023244,0.8822314049586777,0.8447082096933729,0.7805668016194331,0.8289054197662061,0.8955223880597015,0.771513353115727,0.7392712550607288
14,RF,"{'max_depth': 20, 'min_samples_split': 2, 'max_features': 'log2', 'n_estimators': 1}",0.9283510588551914,0.6917819817284321,0.8969754253308128,0.8588235294117647,0.9386745796241345,0.8234817813765182,0.8928060981419724,0.8612132352941176,0.9268051434223541,0.8178137651821862,0.8843537414965987,0.8691499522445081,0.9000989119683481,0.8072874493927126,0.8616480162767041,0.8869109947643979,0.837784371909001,0.7797570850202429,0.8114842903575298,0.8970059880239521,0.7408506429277942,0.7182186234817813
15,RF,"{'max_depth': 1, 'min_samples_split': 5, 'max_features': 'sqrt', 'n_estimators': 10}",0.9285572509873355,0.7403333781097786,0.9002671415850401,0.8186234817813766,1.0,0.8186234817813766,0.9002671415850401,0.8186234817813766,1.0,0.8186234817813766,0.9002671415850401,0.8186234817813766,1.0,0.8186234817813766,0.8930817610062892,0.8740530303030303,0.9129574678536103,0.8210526315789474,0.0,0.0,0.0,0.1813765182186235
16,RF,"{'max_depth': 50, 'min_samples_split': 2, 'max_features': 'log2', 'n_estimators': 1}",0.9286012508208928,0.6942457622879109,0.8868821292775665,0.8536139066788655,0.9228486646884273,0.8072874493927126,0.8864398658361283,0.8596654275092936,0.9149357072205737,0.8080971659919028,0.8810101991257892,0.8654580152671756,0.897131552917903,0.8016194331983806,0.8718204488778055,0.8792756539235412,0.8644906033630069,0.7919028340080971,0.8366701791359324,0.895152198421646,0.7853610286844708,0.7489878542510121
17,RF,"{'max_depth': 100, 'min_samples_split': 2, 'max_features': 'log2', 'n_estimators': 1}",0.929080243526601,0.6943441978710291,0.892147587511826,0.8549410698096102,0.9327398615232443,0.8153846153846154,0.8893111638954869,0.8555758683729433,0.9258160237388724,0.8113360323886639,0.8859903381642512,0.8659112370160529,0.9070227497527201,0.8089068825910931,0.8595959595959596,0.8782249742002064,0.8417408506429278,0.7748987854251013,0.8240297713981924,0.8908045977011494,0.7665677546983185,0.7319838056680162
18,RF,"{'max_depth': 10, 'min_samples_split': 5, 'max_features': 'sqrt', 'n_estimators': 1}",0.929345274101907,0.7614263664170894,0.8980891719745223,0.83150800336984,0.9762611275964391,0.8186234817813766,0.9045837231057062,0.8580301685891748,0.9564787339268052,0.8348178137651822,0.9029815428300993,0.8656987295825771,0.9436201780415431,0.8340080971659919,0.8751910341314315,0.9023109243697479,0.8496538081107814,0.8016194331983806,0.7658338175479372,0.928169014084507,0.6518298714144412,0.6736842105263158
19,KNN,"{'algorithm': 'ball_tree', 'weights': 'uniform', 'n_neighbors': 1}",0.9304573024676116,0.6620888995536546,0.8785784797630799,0.8768472906403941,0.8803165182987142,0.8008097165991903,0.8785784797630799,0.8768472906403941,0.8803165182987142,0.8008097165991903,0.8785784797630799,0.8768472906403941,0.8803165182987142,0.8008097165991903,0.8785784797630799,0.8768472906403941,0.8803165182987142,0.8008097165991903,0.8785784797630799,0.8768472906403941,0.8803165182987142,0.8008097165991903
20,KNN,"{'algorithm': 'kd_tree', 'weights': 'uniform', 'n_neighbors': 1}",0.9305171480099665,0.6627960946797794,0.8806706114398422,0.8780727630285152,0.8832838773491593,0.8040485829959514,0.8806706114398422,0.8780727630285152,0.8832838773491593,0.8040485829959514,0.8806706114398422,0.8780727630285152,0.8832838773491593,0.8040485829959514,0.8806706114398422,0.8780727630285152,0.8832838773491593,0.8040485829959514,0.8806706114398422,0.8780727630285152,0.8832838773491593,0.8040485829959514
21,RF,"{'max_depth': 100, 'min_samples_split': 5, 'max_features': 'log2', 'n_estimators': 1}",0.9309671102545934,0.7143936213044689,0.8931404573028465,0.8454063604240283,0.9465875370919882,0.8145748987854251,0.8915206063477026,0.8554545454545455,0.9307616221562809,0.8145748987854251,0.876953125,0.8659594985535197,0.8882294757665677,0.7959514170040486,0.8558282208588958,0.8857142857142857,0.827893175074184,0.7716599190283401,0.7986688851913478,0.9090909090909091,0.712166172106825,0.7060728744939271
